id,nev,tipus,kanonikus
7569,minőségbiztosítási osztály működtetése és fejlesztése,feladat,
7570,beszállítói minőségbiztosítás,feladat,
7571,minőségügyi tapasztalat,elvaras,
7572,vevői és gyártási minőségi problémák elemzése és megoldása,feladat,
7573,minőségügyi folyamatok tervezése és fejlesztése,feladat,
7574,műszaki végzettség,elvaras,
7576,termékgyártás minőségügyi felügyelete,feladat,
7577,vevői reklamációk kezelése és nyomon követése,feladat,
7578,belső nem megfelelőségek kezelése,feladat,
7579,auditok lebonyolítása,feladat,
7580,zárolt anyagok kezelése és selejtezése,feladat,
7582,új termékbevezetési projektek támogatása,feladat,
7583,PPAP dokumentációk felülvizsgálata,feladat,
7584,belső társterületekkel való kommunikáció,soft,
7585,"kábel-, szenzor- és elektrifikációs megoldások minőségügyi ismerete",elvaras,
7587,minőségügyi mérnöki tapasztalat,elvaras,
7590,minőségirányítási rendszer ismerete,elvaras,
7591,műanyag és fém alkatrészek gyártásának minőségügyi ismerete,elvaras,
7592,autóipari beszállítói tapasztalat,elvaras,
7595,minőségügyi dokumentáció kezelése,feladat,
7598,vevői minőségügyi követelmények kezelése,feladat,
7599,fém alkatrészek gyártásának minőségügyi ismerete,elvaras,
7601,senior szintű minőségügyi mérnöki tapasztalat,elvaras,
7602,termék- és munkafolyamat-minőség biztosítása,feladat,
7603,vevői helyszínen végzett minőségügyi felügyelet,feladat,
7604,sorozatgyártás minőségügyi ismerete,elvaras,
7609,magas szintű mérnöki standardok betartása,elvaras,
7611,elsőmintázás,feladat,
7612,vevői jóváhagyási folyamatok,feladat,
7613,vevői auditok,feladat,
7617,prémium autó márkák ismerete,elvaras,
7618,minőségügyi mérnöki tudás,elvaras,
7619,minőségirányítási rendszerek,elvaras,
7620,élelmiszeripari ismeretek,elvaras,
7623,ISO 9001 szabvány ismerete,elvaras,
7626,elektronikai ismeretek,elvaras,
7630,gumitermékek ismerete,elvaras,
7631,megújuló energia rendszerek ismerete,elvaras,
7632,csapatvezető kompetenciák,soft,
7637,UI tesztelés,feladat,
7638,E2E tesztelés,feladat,
7640,SAP tesztelés,elvaras,
7641,Tricentis,eszkoz,
7643,ISTQB Certified Tester – Foundation Level,elvaras,
7651,Gherkin,eszkoz,
7652,agilis módszertan,elvaras,
7653,tesztmenedzselés,feladat,
7654,biztonságkritikus rendszerek ismerete,elvaras,
7660,tesztelési erőforrások tervezése,feladat,
7661,tesztesetek és tesztadatok előkészítése,feladat,
7663,tesztvégrehajtás irányítása,feladat,
7664,riportok készítése,feladat,
7666,tesztelésben szerzett tapasztalat,elvaras,
7667,tesztesetek írása és végrehajtása,feladat,
7674,tesztesetek létrehozása és karbantartása,feladat,
7676,AutomationDesk,eszkoz,
7677,dSPACE RTT,eszkoz,
7679,EXAM környezet ismerete,elvaras,
7680,webes felhasználói felületek fejlesztése,feladat,
7686,tesztelési életciklus ismerete,elvaras,
7687,tesztelés előkészítése,feladat,
7688,teszttervezés,feladat,
7689,REST API tesztelése,feladat,
7691,tesztautomatizálási keretrendszer fejlesztése,feladat,
7692,tervezési minták alkalmazása,elvaras,
7693,microservice tesztelése,feladat,
7695,tesztesetek rendszerszintű tervezése,feladat,
7701,penetrációs tesztelés,feladat,
7702,kiberbiztonsági ismeretek,elvaras,
7703,fizetésforgalom tesztelése,feladat,
7704,senior szintű tesztelési tapasztalat,elvaras,
7706,biztonsági nyomtatvány tesztelése,feladat,
7708,penetration testing,elvaras,
7709,biztonsági tesztelés,feladat,
7712,pénzügyi termékek ismerete,elvaras,
7718,adatplatform tesztelés,feladat,
7721,vákuumtechnikai berendezések szerelése,feladat,
7722,vákuum- és nyomástesztek,feladat,
7723,ipari mosogatógép kezelése,eszkoz,
7731,C,eszkoz,
7734,automata tesztkeretrendszerek fejlesztése,feladat,
7736,televízió tesztelés,feladat,
7737,képernyőhibák felismerése,feladat,
7738,termelési tapasztalat,elvaras,
7743,modern gyártási környezet ismerete,elvaras,
7744,szoftveres tesztek futtatása,feladat,
7745,tesztek ellenőrzése,feladat,
7746,elektronikai termékek ismerete,elvaras,
7748,hálózati operációs rendszerek használata,eszkoz,
7749,informatikai eszközök hibaanalízise,feladat,
7750,speciális tesztrendszer használata,eszkoz,
7751,hálózati eszközök konfigurálása,feladat,
7753,automatizált gyártóberendezések karbantartása,feladat,
7754,gyártóberendezések fejlesztése,feladat,
7757,tesztek futtatása és monitorozása,feladat,
7758,szerverek tesztelése,feladat,
7759,hibaelemzés,feladat,
7760,termékjavítás,feladat,
7761,szerverek rackekbe történő ki-be pakolása,feladat,
7763,rendszerdokumentálás,feladat,
7765,hidraulikus berendezések kezelése,eszkoz,
7766,automata és félautomata berendezések üzemeltetése,feladat,
7768,berendezések fejlesztése,feladat,
7770,elektronikai alapismeretek,elvaras,
7771,gyártás közeli tapasztalat,elvaras,
7773,autóipari szektorbeli ismeretek,elvaras,
7775,tesztelési tevékenységek tervezése és irányítása,feladat,
7776,tesztstratégia elkészítése,feladat,
7777,teszttervek készítése,feladat,
7779,erőforrás-tervezés,feladat,
7780,kapacitásmenedzsment,feladat,
7782,jármű tesztelés,feladat,
7784,technológiai innovációk,elvaras,
7785,termék tesztelése,feladat,
7789,APQP (Advanced Product Quality Planning) ismerete,elvaras,
7790,jármű és komponens tesztelése,feladat,
7791,tartóssági tesztelés,feladat,
7792,validációs tesztelés,feladat,
7793,hajtáslánc tesztelése,feladat,
7794,akkumulátor tesztelése,feladat,
7800,tesztelési tevékenységek,feladat,
7804,hardver validáció,feladat,
7805,tesztelési mérnöki munka,feladat,
7806,autóipari technológiák ismerete,elvaras,
7808,multidiszciplináris csapatmunkában való részvétel,soft,
7809,elektromos jármű akkumulátor tesztelése,feladat,
7811,komponens tesztelése,feladat,
7812,e-mobilitás technológiák ismerete,elvaras,
7813,légzsák termékek funkcionális ellenőrzése,feladat,
7814,tesztek végrehajtása,feladat,
7815,vevői specifikációk szerinti munka,elvaras,
7816,sorozatgyártási folyamatok ismerete,elvaras,
7817,elektronikai tesztelés,feladat,
7819,erősáramú vagy gyengeáramú végzettség,elvaras,
7822,angol vagy német nyelvtudás,elvaras,
7823,termékek tesztre történő előkészítése,feladat,
7824,tesztprogramok kezelése,feladat,
7825,teszteredmények kiértékelése,feladat,
7827,alapfokú végzettség,elvaras,
7829,gyártási mérnöki munka,feladat,
7833,jármű belső alkatrészek tesztelése,feladat,
7835,autóipari komponensek ismerete,elvaras,
7839,biztonságtechnikai ismeretek,elvaras,
7842,jármű- és alkatrész tesztelése,feladat,
7843,tartóssági és validációs tesztek,feladat,
7846,e-mobilitás ismerete,elvaras,
7847,erőforrás tervezése,feladat,
7848,tesztek ütemezése,feladat,
7849,tesztkörnyezet tervezése,feladat,
7850,manuális és automata tesztelés koordinálása,feladat,
7851,tesztelési riportok készítése,feladat,
7852,hibamanagement felügyelete,feladat,
7853,gyártósori automata gépek beállítása és üzemeltetése,feladat,
7854,tesztberendezések üzemeltetése,feladat,
7857,szoftver biztonsági mentés,feladat,
7858,5S módszer ismerete,elvaras,
7861,automatizálás ismerete,elvaras,
7862,tesztelési keretrendszer tervezése,feladat,
7863,ISTQB módszertanok ismerete,elvaras,
7865,automata tesztelés,feladat,
7866,strukturált kommunikáció,soft,
7867,energetikai ipar ismerete,elvaras,
7868,nagy teljesítményű forgó gépek ismerete,elvaras,
7869,olajipari alkalmazások ismerete,elvaras,
7870,routerek tesztelése,feladat,
7871,modemek tesztelése,feladat,
7872,távközlési eszközök tesztelése,feladat,
7873,hálózati mérőeszközök monitorozása,feladat,
7874,műszaki dokumentáció vezetése,feladat,
7875,optikai hálózatok ismerete,elvaras,
7876,gyártósori teszt rendszerek tervezése,feladat,
7877,teszt rendszerek üzemeltetése,feladat,
7878,teszt rendszerek optimalizálása,feladat,
7879,tesztelési metódusok programozása,feladat,
7880,hatékonyság fejlesztése,feladat,
7883,mérések támogatása,feladat,
7884,mérőrendszerek építése,feladat,
7885,mechanikai R&D ismerete,elvaras,
7886,lövészeti tesztek tervezése és szervezése,feladat,
7887,fegyver tesztelése,feladat,
7888,elfogadási protokoll szerinti tesztelés,feladat,
7889,személyzet képzése,feladat,
7890,katonai fegyverek ismerete,elvaras,
7891,hardver tesztelés,feladat,
7892,IT szakértelem,elvaras,
7893,modern technológiák ismerete,elvaras,
7895,projekt koordináció,feladat,
7897,teszttípusok meghatározása,feladat,
7900,automatizált tesztelés koordinálása,feladat,
7902,szoftver validálása,feladat,
7904,UI/UX design validáció,feladat,
7905,CI/CD pipeline támogatása,feladat,
7908,JFrog,eszkoz,
7911,tesztelés felügyelete,feladat,
7912,kommunikáció fenntartása,soft,
7913,gépészmérnöki végzettség,elvaras,
7914,közlekedési mérnöki végzettség,elvaras,
7915,műszaki menedzser végzettség,elvaras,
7917,MS Office,eszkoz,
7918,automotív tesztelés,feladat,
7927,tesztelési folyamatok kialakítása,feladat,
7929,mérőberendezések műszaki felügyelete,feladat,
7930,mérési folyamatok validálása,feladat,
7932,tesztberendezések specifikálása,feladat,
7933,tesztelési dokumentálás,feladat,
7935,SQL lekérdezések írása,feladat,
7938,interface tesztelés,elvaras,
7940,teszttechnika,feladat,
7941,rendszertechnika,feladat,
7943,elektronika ismerete,elvaras,
7944,számítógépek ismerete,elvaras,
7946,gyártási és minőségügyi problémák gyökérokelemzése,feladat,
7948,5 Why módszertan,eszkoz,
7950,belső folyamat- és termékauditok végrehajtása,feladat,
7951,IATF szabvány ismerete,elvaras,
7952,Java (17/21),eszkoz,
7953,Spring ekoszisztéma,eszkoz,
7955,mikroszolgáltatások architektúrája,elvaras,
7956,"AI eszközök használata (Copilot, Claude, Cursor, Gemini)",eszkoz,
7957,folyamatok automatizálása,feladat,
7958,.NET framework,eszkoz,
7959,nagy nyelvi modellek (LLM) kezelése,elvaras,
7961,függetlenség,soft,
7962,programozási tapasztalat (minimum 3 év),elvaras,
7964,AI platform fejlesztése,feladat,
7966,nemzetközi csapatban való munka,soft,
7968,Spring/Spring Boot ekoszisztéma,eszkoz,
7969,AI szoftverfejlesztésben való alkalmazás,elvaras,
7970,"komercziális fejlesztési tapasztalat (minimum 3 év Mid, 6 év Senior)",elvaras,
7971,Java/Kotlin,eszkoz,
7972,backend fejlesztés (minimum 5 év),elvaras,
7973,Spring,eszkoz,
7978,GraphQL,eszkoz,
7979,JWT,eszkoz,
7980,adatbázis kezelés,elvaras,
7981,SAP ABAP fejlesztés,eszkoz,
7982,SAP rendszerek,eszkoz,
7984,tesztautomatizálás (minimum 5 év),elvaras,
7987,agentic/autonóm AI rendszerek tesztelése,elvaras,
7988,agilis munkamódszer,soft,
7990,Vue.js,eszkoz,
7992,szoftverfejlesztési tapasztalat (3-5 év),elvaras,
7993,felsőfokú informatikai végzettség,elvaras,
7995,nagy adatmennyiségek feldolgozása,feladat,
7996,FastAPI,elvaras,
7997,SQLAlchemy,eszkoz,
7998,API és adatcsatornák fejlesztése,feladat,
7999,skálázható kód írása,soft,
8000,SAP ABAP fejlesztés (minimum 3 év),elvaras,
8001,SAP implementáció,feladat,
8002,ABAP (classic vagy OO),eszkoz,
8003,tesztelés és integráció,feladat,
8004,go-live támogatás,feladat,
8005,agilis csapatban való munka,soft,
8006,angol nyelvtudás (írásban és szóban),elvaras,
8008,C++ programozás,elvaras,
8010,csővezeték méretezés algoritmus,elvaras,
8011,áramlástani ismeretek,elvaras,
8012,3D CAD/BIM szoftver fejlesztése,feladat,
8014,R programozás,elvaras,
8016,Unix/Linux környezet,elvaras,
8017,"bioinformatikai fájlformátumok (FASTA, FASTQ, BAM, VCF)",elvaras,
8018,magas teljesítményű számítási klaszterek,elvaras,
8019,felhő számítástechnika platformok,elvaras,
8021,adatcsatorna fejlesztése,feladat,
8022,AI/ML rendszerek fejlesztése,feladat,
8025,egyedi informatikai rendszerek fejlesztése,feladat,
8026,fejlesztési dokumentáció készítése,feladat,
8027,pályázatkezelő rendszerek tervezése,feladat,
8028,fejlesztői tesztek tervezése és végrehajtása,feladat,
8029,hibakezelés,feladat,
8030,Oracle PL/SQL,elvaras,
8035,4+ év szoftverfejlesztési tapasztalat,elvaras,
8036,JavaScript programozás,elvaras,
8037,TypeScript programozás,elvaras,
8038,ES2017+ JavaScript funkciók,elvaras,
8039,teljesítményes és karbantartható kód írása,soft,
8041,Java programozás,eszkoz,
8047,dokumentáció feldolgozása Python scriptekkel,feladat,
8050,Next.js,eszkoz,
8052,GCP,eszkoz,
8053,Tailwind CSS,elvaras,
8054,Redis,elvaras,
8055,PostgreSQL,eszkoz,
8058,LLM integrálás,feladat,
8059,kódminőség és architektúra,soft,
8061,backend rendszerek fejlesztése,feladat,
8062,skálázható és karbantartható kód írása,soft,
8063,modern technológiák,elvaras,
8065,webfejlesztés,feladat,
8066,modern webfejlesztési technológiák,eszkoz,
8067,valós projekteken való munka,feladat,
8070,Identity & Access Management,feladat,
8071,szoftver fejlesztés,feladat,
8074,PyCharm,eszkoz,
8075,Visual Studio,eszkoz,
8076,verziókezelés,eszkoz,
8077,FIS Cross Asset Trading and Risk Platform ismerete,eszkoz,
8078,Automic ismerete,eszkoz,
8082,microservice-k fejlesztése,feladat,
8083,RBAC (Role-Based Access Control) implementálása,feladat,
8084,audit rendszerek fejlesztése,feladat,
8085,nagy terhelésű rendszerek kezelése,elvaras,
8086,Swift programozás,eszkoz,
8087,RXSwift,eszkoz,
8088,programmatic UI fejlesztés,feladat,
8089,szoftverarchitektúra minták,elvaras,
8090,multithreading,elvaras,
8091,CI/CD infrastruktúra kezelése,feladat,
8092,SOLID elvek alkalmazása,elvaras,
8093,UIKit és SwiftUI,eszkoz,
8094,PHP programozás,eszkoz,
8095,full stack fejlesztés,elvaras,
8096,ERP rendszerek fejlesztése,feladat,
8098,egyedi szoftvermegoldások fejlesztése,feladat,
8102,AI/ML megoldások fejlesztése,feladat,
8103,analitikai rendszerek fejlesztése,feladat,
8105,Redux,eszkoz,
8106,modern state management,eszkoz,
8107,Kotlin programozás,eszkoz,
8112,dbt,eszkoz,
8114,Looker,eszkoz,
8125,Spring Boot,eszkoz,
8126,Microservices,eszkoz,
8131,Front Office Technology,eszkoz,
8132,tőkepiaci ismeretek,elvaras,
8133,quantitatív analízis,feladat,
8136,szoftverfejlesztési életciklus,feladat,
8139,képfeldolgozás,eszkoz,
8140,kutatás-fejlesztési projektek,feladat,
8144,agile fejlesztés,feladat,
8149,MSSQL,eszkoz,
8151,vállalati alkalmazások fejlesztése,feladat,
8154,felhő alkalmazások,eszkoz,
8156,csapatintegráció,soft,
8168,modern frontend keretrendszerek,eszkoz,
8169,kritikus gondolkodás,soft,
8173,MES rendszerek,eszkoz,
8175,Core-Java,eszkoz,
8177,RDBMS,eszkoz,
8178,Apache Spark,eszkoz,
8180,objektumorientált tervezés,elvaras,
8181,adatstruktúrák és algoritmusok,elvaras,
8182,CI/CD deployment,feladat,
8183,AWS Cloud,eszkoz,
8184,német nyelv B2 szint,elvaras,
8185,shell scripting,eszkoz,
8187,Java backend fejlesztés,feladat,
8189,microservices,eszkoz,
8193,2-3 év tapasztalat Java fejlesztésben,elvaras,
8196,refaktorálás,feladat,
8197,unit testing,feladat,
8198,objektumorientált kódolás,elvaras,
8199,code review,feladat,
8211,DevOps tevékenységek,feladat,
8212,szoftver tervezés,feladat,
8213,szoftver elemzés,feladat,
8215,teljesítményhangolás,feladat,
8218,Python scripting,eszkoz,
8220,containerizáció,elvaras,
8221,Java 8+,eszkoz,
8222,Akka,eszkoz,
8224,J2EE,eszkoz,
8225,Clean Code elvek,elvaras,
8226,NoSQL adatbázisok,eszkoz,
8227,SQL adatbázisok,eszkoz,
8230,JSON kezelés,feladat,
8234,szenioritási szint,elvaras,
8243,mikroszerivz-architektúra,eszkoz,
8247,5+ év backend fejlesztési tapasztalat,elvaras,
8248,IT rendszerek fejlesztése,feladat,
8250,Scala,eszkoz,
8252,adatkezelési rendszerek,eszkoz,
8255,fullstack fejlesztés,feladat,
8264,5+ év fejlesztési tapasztalat,elvaras,
8266,kockázatkezelési rendszerek fejlesztése,feladat,
8269,Shell scripting,eszkoz,
8276,SOAP,eszkoz,
8279,ELK,eszkoz,
8281,spec-driven development,eszkoz,
8282,AI-native kódolás,feladat,
8283,.NET 6+,eszkoz,
8289,REST webszolgáltatások,eszkoz,
8290,GitHub Copilot,eszkoz,
8295,több éves Angular fejlesztési tapasztalat,elvaras,
8300,mobilalkalmazás fejlesztés,elvaras,
8303,Swift,eszkoz,
8308,fejlesztői mentorálás,feladat,
8311,API fejlesztés és karbantartás,feladat,
8317,3+ év fullstack fejlesztési tapasztalat,elvaras,
8318,backend web fejlesztés,eszkoz,
8322,szoftverarchitektúra tervezés,feladat,
8323,szoftvermérnöki tapasztalat,elvaras,
8331,fejlesztői csapat mentorálása,feladat,
8332,kódminőség és karbantarthatóság biztosítása,feladat,
8334,skalázhatóság,elvaras,
8335,cache kezelés,elvaras,
8337,rugalmasság és hibatűrés,elvaras,
8345,sportsbook platform fejlesztés,feladat,
8346,B2B termékfejlesztés,feladat,
8348,skalázható megoldások tervezése,feladat,
8354,backend szolgáltatások tervezése,feladat,
8355,szoftverarchitektúra,feladat,
8356,mérnöki best practices,feladat,
8357,Golang,eszkoz,
8363,3+ év Golang tapasztalat,elvaras,
8365,szeniori szintű szoftverfejlesztés,elvaras,
8367,backend rendszerek tervezése és fejlesztése,feladat,
8368,MuleSoft integrációk fejlesztése,eszkoz,
8370,medior szintű backend fejlesztés,elvaras,
8371,integrációs megoldások karbantartása,feladat,
8373,digitális platform építése és skálázása,feladat,
8374,szeniori szintű tapasztalat,elvaras,
8375,API fejlesztés,eszkoz,
8376,Next.js backend fejlesztés,eszkoz,
8380,API-first platform fejlesztés,feladat,
8381,adatkezelés és metaadatok kezelése,feladat,
8382,adatdisztribúció,feladat,
8383,staff szintű backend fejlesztés,elvaras,
8384,AI és backend engineering integrációja,feladat,
8386,architekturális döntéshozatal,feladat,
8387,end-to-end rendszerfejlesztés,feladat,
8390,CRM rendszerek fejlesztése,feladat,
8391,agilis fejlesztési módszertan,elvaras,
8393,medior szintű full-stack fejlesztés,elvaras,
8394,frontend technológiák,eszkoz,
8395,backend technológiák,eszkoz,
8399,C# ASP.NET Core fejlesztés,eszkoz,
8400,szállodaipari webalkalmazások fejlesztése,feladat,
8401,kódminőség és dokumentáció,elvaras,
8402,rendszerkarbantartás,feladat,
8404,6+ év backend fejlesztési tapasztalat,elvaras,
8405,Spring Framework,eszkoz,
8406,modern backend fejlesztési gyakorlatok,elvaras,
8408,platform rendszerek fejlesztése,feladat,
8410,sportfogadási platform fejlesztése,feladat,
8415,pénzügyi szoftverek fejlesztése,feladat,
8416,bespoke technológiai megoldások,feladat,
8417,konzultáció,soft,
8421,webalkalmazás fejlesztés,feladat,
8422,strukturált tanulási képesség,soft,
8425,logisztikai szoftverek fejlesztése,feladat,
8432,digitális aláírási megoldások fejlesztése,feladat,
8437,analytics fejlesztés,feladat,
8440,szállítási platform fejlesztése,feladat,
8441,felhasználói alkalmazások fejlesztése,feladat,
8445,globális kereskedelem szoftverek fejlesztése,feladat,
8447,mid-level tapasztalat,elvaras,
8450,infrastruktúra fejlesztése,feladat,
8454,szoftmegoldások fejlesztése,feladat,
8456,domain ismeretek alkalmazása,elvaras,
8459,szoftware engineering,elvaras,
8464,Laravel,eszkoz,
8466,Vue,eszkoz,
8467,MySQL,eszkoz,
8472,felhő infrastruktúra fejlesztése,feladat,
8473,backend szolgáltatások fejlesztése,feladat,
8474,biztonságos rendszertervezés,elvaras,
8477,GenAI rendszerek,elvaras,
8478,skálázható infrastruktúra fejlesztése,feladat,
8481,backend API fejlesztés,feladat,
8483,belső eszközök fejlesztése,feladat,
8487,robusztus rendszerfejlesztés,feladat,
8488,AI-alapú fejlesztési szemlélet,elvaras,
8493,webes alkalmazások fejlesztése,feladat,
8494,backend alkalmazások fejlesztése,feladat,
8495,AI fejlesztői eszközök használata,elvaras,
8497,komplex piacok megértése,elvaras,
8502,felhasználói felület optimalizálása,feladat,
8503,keresztfunkcionális együttműködés,soft,
8504,vezetési készségek,soft,
8508,Java 11/17/21/22,eszkoz,
8511,RESTful webszolgáltatások,eszkoz,
8514,6+ év releváns tapasztalat,elvaras,
8516,full-stack alkalmazásfejlesztés,feladat,
8517,robusztus és skálázható megoldások építése,feladat,
8518,végpontok közötti projektvezetés,elvaras,
8520,RESTful API tervezése és fejlesztése,feladat,
8521,GraphQL API tervezése és fejlesztése,feladat,
8522,felhőalapú backend szolgáltatások integrálása,feladat,
8523,AI modellek integrálása,feladat,
8524,adatcsatornák kezelése,feladat,
8526,erős technikai készségek,elvaras,
8527,kvantitatív készségek,elvaras,
8528,önmotiváció,soft,
8530,Azure fejlesztés,eszkoz,
8531,Azure kezelés,feladat,
8532,felhőalapú megoldások építése,feladat,
8536,Ruby On Rails,eszkoz,
8537,backend csapatvezető tapasztalat,elvaras,
8541,SAP UI5,eszkoz,
8542,SAP CRM,eszkoz,
8544,robusztus megoldások létrehozása,soft,
8547,nyitottság az új technológiákra,soft,
8548,full-stack webalkalmazások tervezése és fejlesztése,feladat,
8549,felhasználói felületek integrálása backend szolgáltatásokkal,feladat,
8550,biztonságos megoldások implementálása,feladat,
8551,skálázható megoldások implementálása,feladat,
8552,karbantartható megoldások implementálása,feladat,
8553,újrafelhasználható backend szolgáltatások építése,feladat,
8554,újrafelhasználható frontend komponensek építése,feladat,
8560,API-k fejlesztése,feladat,
8562,felhőalapú platformok,eszkoz,
8565,panorámikus képek megjelenítése,feladat,
8566,3D adatvizualizáció,feladat,
8567,komplex analitikai számítások,feladat,
8572,pénzügyi szolgáltatások ismerete,elvaras,
8574,vállalati szoftverek fejlesztése,feladat,
8575,sorozatgyártás műszaki támogatása,feladat,
8577,mérnöki változtatások kezelése,feladat,
8578,termékfejlesztési folyamat,feladat,
8581,design system adaptálása,feladat,
8582,komponensek és minták definiálása,feladat,
8583,prototípuskészítés,feladat,
8585,AI eszközök alkalmazása,eszkoz,
8586,stakeholder kommunikáció,soft,
8588,folyamatmenedzsment,elvaras,
8589,digitalizáció,feladat,
8591,AI eszközök bevezetése,feladat,
8593,villamos rendszerek tervezése,feladat,
8594,villamos rendszerek kivitelezése,feladat,
8595,mechatronikai rendszerek tervezése,feladat,
8596,alvállalkozói ajánlatok kezelése,feladat,
8597,villamos/mechatronikai mérnöki végzettség,elvaras,
8598,nemzetközi projektmunka,soft,
8601,dokumentáció készítése és digitalizálása,feladat,
8602,fotódokumentáció,feladat,
8604,senior szintű mérnöki tapasztalat,elvaras,
8605,villamos projektek tervezése,feladat,
8606,műszaki döntéshozatal,feladat,
8610,UI/UX tervezés,feladat,
8612,Unity,eszkoz,
8613,UI asset készítés,feladat,
8615,portfólió,elvaras,
8616,beruházási projektek menedzselése,feladat,
8617,mérnöki tervek készítése,feladat,
8618,modern technológiák alkalmazása,feladat,
8621,AI toolchain tervezése,feladat,
8622,AI toolchain üzemeltetése,feladat,
8623,model serving,feladat,
8624,retrieval orchestration,feladat,
8625,observability,feladat,
8626,IT szakmai tapasztalat,elvaras,
8627,klinikai alkalmazások támogatása,feladat,
8628,digitális infrastruktúra ismerete,elvaras,
8629,AI infrastruktúra ismerete,elvaras,
8630,betegellátás támogatása,feladat,
8633,UX/UI tervezés,feladat,
8634,design system fejlesztés,feladat,
8635,Claude,eszkoz,
8636,Cursor,eszkoz,
8637,Codex,eszkoz,
8639,fejlesztői kommunikáció,soft,
8641,GRC szoftverek ismerete,elvaras,
8642,interakciós tervezés,feladat,
8643,pszichológia,elvaras,
8644,SaaS termékek ismerete,elvaras,
8645,szerviztechnikai munka,feladat,
8646,gépek kezelése,feladat,
8649,product design,feladat,
8651,valós idejű kommunikációs rendszerek ismerete,elvaras,
8652,enterprise szoftverek ismerete,elvaras,
8653,AI startup környezet ismerete,elvaras,
8656,kábel- és szenzortechnológia,elvaras,
8657,elektromobilitás ismerete,elvaras,
8658,autóipari megoldások fejlesztése,feladat,
8664,szerviztechnikusi csapat vezetése,feladat,
8666,munkakoordináció,feladat,
8668,garanciális ügyintézés,feladat,
8669,partneri kommunikáció,soft,
8670,villamosmérnöki végzettség,elvaras,
8671,erősáramú rendszerek tervezése,feladat,
8672,irányítástechnika,feladat,
8677,ipari rendszerek kivitelezése,feladat,
8678,épületgépészeti rendszerek ismerete,elvaras,
8679,alvállalkozói ajánlatok értékelése,feladat,
8682,gépek és berendezések karbantartása,feladat,
8685,folyamatok elemzése,soft,
8686,AI-platformok felügyelete,feladat,
8687,AI/ML modellek életciklus-menedzselése,feladat,
8688,felhő infrastruktúra ismerete,elvaras,
8689,cybersecurity ismerete,elvaras,
8690,fejlesztői és éles környezetek támogatása,feladat,
8692,ipari termelési folyamatok ismerete,elvaras,
8693,mérnöki szintű problémamegoldás,feladat,
8694,gyakorlati ipari tapasztalat,elvaras,
8695,épületgépész mérnöki végzettség,elvaras,
8696,HVAC rendszerek tervezése,elvaras,
8697,légtechnikai rendszerek tervezése,elvaras,
8699,költségoptimalizálás,feladat,
8700,nemzetközi csapatokkal való együttműködés,soft,
8702,utókalkulációk készítése,feladat,
8703,műszaki dokumentáció kezelése,feladat,
8704,szerszámtesztek koordinálása,feladat,
8706,termelési mérnökökkel való együttműködés,soft,
8708,AI-vezérelt gyártási technológiák ismerete,elvaras,
8709,technikai értékesítés,feladat,
8710,ügyfélkapcsolat-menedzselés,feladat,
8711,technikai és kereskedelmi tárgyalások,soft,
8712,mélyépítési ajánlatok készítése,feladat,
8713,projekt-előkészítés,feladat,
8715,költségbecslés,feladat,
8716,termékek műszaki gondozása,feladat,
8718,műszaki rajzok ellenőrzése és frissítése,feladat,
8719,minőségjavító fejlesztések,feladat,
8720,költségcsökkentési javaslatok,feladat,
8722,új termékek tervezése,feladat,
8723,termékbevezetés,feladat,
8724,gyártásközeli fejlesztés,feladat,
8728,minőségbiztosítási folyamatok koordinálása,feladat,
8730,autóipari minőségi szabványok ismerete,elvaras,
8731,minőségügyi végzettség,elvaras,
8733,új gyártási technológiák bevezetése,feladat,
8734,gyártóberendezések hatékonyságfejlesztése,feladat,
8735,gyártóberendezések megbízhatóságfejlesztése,feladat,
8736,termelési folyamatok optimalizálása,feladat,
8738,lean manufacturing ismerete,elvaras,
8739,termelési folyamatok mérnöki meghatározása,feladat,
8740,meglévő folyamatok fejlesztése,feladat,
8741,selejt csökkentés,feladat,
8742,termelési folyamatok mérnöki támogatása,feladat,
8746,gyártási folyamatok elemzése,feladat,
8747,minőségbiztosítási mérnöki végzettség,elvaras,
8748,mérnöki tapasztalat,elvaras,
8750,műszaki tervezés,feladat,
8751,gépészmérnöki vagy villamosmérnöki végzettség,elvaras,
8752,termékmenedzselés,feladat,
8753,termelési terület monitoringja,feladat,
8754,gyártási folyamatok fejlesztése,feladat,
8755,szerszám fejlesztés,feladat,
8756,tesztek és aktivitások végrehajtása,feladat,
8757,nem-megfelelőségek kezelése,feladat,
8759,új termékek bevezetése,feladat,
8760,gyártás műszaki támogatása,feladat,
8762,nemzetközi projektcsapatokkal való együttműködés,soft,
8763,villamos kivitelezési folyamatok tervezése,feladat,
8766,szimulációs szoftver kezelése,eszkoz,
8767,termelési hatékonyság elemzése,feladat,
8770,tervezési és mérnöki kiválóság,soft,
8774,termékminőségi eltérések vizsgálata,feladat,
8775,szisztematikus problémamegoldási módszerek,feladat,
8776,új termékbevezetési (NPI) projektek,feladat,
8777,gyártási folyamatok optimalizálása,feladat,
8779,termelési folyamatok felügyelete,feladat,
8781,mérnöki támogatás,feladat,
8782,teljesítménymutató monitoringja,feladat,
8785,AI platform üzemeltetése,feladat,
8786,teljesítmény monitoringja,feladat,
8787,rendszermegbízhatóság biztosítása,feladat,
8788,adatbiztonság kezelése,feladat,
